instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.787,0.523,0.609
0,"Absolutely, the entities associated with food are detailed below:  gluten-free products, grain gluten-free products, gluten-free cereals, corn, rice, buckwheat, oat, amaranth, teff, quinoa, grains, gluten-free grains","Definitely, the entities are linked correspondingly:  gluten - http://purl.obolibrary.org/obo/FOODON_03420177, corn - http://purl.obolibrary.org/obo/NCBITaxon_381124, rice - http://purl.obolibrary.org/obo/NCBITaxon_4530;http://purl.obolibrary.org/obo/FOODON_03301641, oat - http://purl.obolibrary.org/obo/FOODON_03309855, amaranth - http://purl.obolibrary.org/obo/CHEBI_34533;http://purl.obolibrary.org/obo/NCBITaxon_3567, teff - http://purl.obolibrary.org/obo/NCBITaxon_110835, quinoa - http://purl.obolibrary.org/obo/NCBITaxon_63459;http://purl.obolibrary.org/obo/FOODON_03310193.","Of course, the entities are bonded correspondingly: gluten - http://purl.obolibrary.org/obo/FOODON_03420177;http://purl.obolibrary.org/obo/FOODON_03301116, oat - http://purl.obolibrary.org/obo/FOODON_03309855;http://purl.obolibrary.org/obo/CHEBI_60004;http://purl.obolibrary.org/obo/NCIT_C45305, amaranth - http://purl.obolibrary.org/obo/FOODON_03309993;http://purl.obolibrary.org/obo/NCBITaxon_3567, teff - http://purl.obolibrary.org/obo/NCBITaxon_110835;http://purl.obolibrary.org/obo/FOODON_03301116, quinoa - http://purl.obolibrary.org/obo/FOODON_03310193;http://purl.obolibrary.org/obo/NCBITaxon_63459.", , , ,0.600,0.600,0.600
0_0, , , ,gluten,http://purl.obolibrary.org/obo/FOODON_03420177,"http://purl.obolibrary.org/obo/FOODON_03301116
http://purl.obolibrary.org/obo/FOODON_03420177", , , 
0_1, , , ,corn,http://purl.obolibrary.org/obo/NCBITaxon_381124,, , , 
0_2, , , ,rice,"http://purl.obolibrary.org/obo/FOODON_03301641
http://purl.obolibrary.org/obo/NCBITaxon_4530",, , , 
0_3, , , ,oat,http://purl.obolibrary.org/obo/FOODON_03309855,"http://purl.obolibrary.org/obo/CHEBI_60004
http://purl.obolibrary.org/obo/FOODON_03309855
http://purl.obolibrary.org/obo/NCIT_C45305", , , 
0_4, , , ,amaranth,"http://purl.obolibrary.org/obo/CHEBI_34533
http://purl.obolibrary.org/obo/NCBITaxon_3567","http://purl.obolibrary.org/obo/FOODON_03309993
http://purl.obolibrary.org/obo/NCBITaxon_3567", , , 
0_5, , , ,teff,http://purl.obolibrary.org/obo/NCBITaxon_110835,"http://purl.obolibrary.org/obo/FOODON_03301116
http://purl.obolibrary.org/obo/NCBITaxon_110835", , , 
0_6, , , ,quinoa,"http://purl.obolibrary.org/obo/FOODON_03310193
http://purl.obolibrary.org/obo/NCBITaxon_63459","http://purl.obolibrary.org/obo/FOODON_03310193
http://purl.obolibrary.org/obo/NCBITaxon_63459", , , 
1,"Yes, the entities related to food are as follows:  spices, curcuma longa, tumeric, nigella sativa, black cumin, zingiber officinale, ginger, allium sativum, garlic, crocus sativus, saffron, piper nigrum, black pepper, capsicum annum, chili pepper","Absolutely, the entities have been linked as follows:  curcuma longa - http://purl.obolibrary.org/obo/NCBITaxon_136217;http://purl.obolibrary.org/obo/FOODON_00002323;http://purl.obolibrary.org/obo/NCBITaxon_99568, nigella sativa - http://purl.obolibrary.org/obo/NCBITaxon_555479;http://purl.obolibrary.org/obo/FOODON_03411176, black cumin - http://purl.obolibrary.org/obo/FOODON_00002966;http://purl.obolibrary.org/obo/PATO_0000317;http://purl.obolibrary.org/obo/FOODON_00003024;http://purl.obolibrary.org/obo/FOODON_03311872;http://purl.obolibrary.org/obo/FOODON_00003396;http://purl.obolibrary.org/obo/NCBITaxon_52462, zingiber officinale - http://purl.obolibrary.org/obo/NCBITaxon_94328;http://purl.obolibrary.org/obo/NCBITaxon_4650, ginger - http://purl.obolibrary.org/obo/FOODON_00002718;http://purl.obolibrary.org/obo/FOODON_00003717;http://purl.obolibrary.org/obo/FOODON_00001901;http://purl.obolibrary.org/obo/NCBITaxon_94328, allium sativum - http://purl.obolibrary.org/obo/NCBITaxon_4682;http://purl.obolibrary.org/obo/FOODON_03411300;http://purl.obolibrary.org/obo/NCBITaxon_4678, garlic - http://purl.obolibrary.org/obo/FOODON_03305208;http://purl.obolibrary.org/obo/FOODON_00003582;http://purl.obolibrary.org/obo/NCBITaxon_4682, crocus sativus - http://purl.obolibrary.org/obo/NCBITaxon_82528, saffron - http://purl.obolibrary.org/obo/FOODON_00003441;http://purl.obolibrary.org/obo/FOODON_00003043, piper nigrum - http://purl.obolibrary.org/obo/NCBITaxon_13216;http://purl.obolibrary.org/obo/NCBITaxon_13215, black - http://purl.obolibrary.org/obo/PATO_0000317;http://purl.obolibrary.org/obo/FOODON_00003520;http://purl.obolibrary.org/obo/FOODON_00003013;http://purl.obolibrary.org/obo/FOODON_00001649;http://purl.obolibrary.org/obo/FOODON_03309928, capsicum - http://purl.obolibrary.org/obo/NCBITaxon_4071.","Definitely, the entities are linked suitably: tumeric - http://purl.obolibrary.org/obo/FOODON_00003753, black - http://purl.obolibrary.org/obo/PATO_0000317;http://purl.obolibrary.org/obo/FOODON_00003520;http://purl.obolibrary.org/obo/FOODON_03309928;http://purl.obolibrary.org/obo/FOODON_00003013;http://purl.obolibrary.org/obo/FOODON_00001649, ginger - http://purl.obolibrary.org/obo/NCBITaxon_94328;http://purl.obolibrary.org/obo/FOODON_00001901;http://purl.obolibrary.org/obo/FOODON_00002718;http://purl.obolibrary.org/obo/FOODON_00003717, garlic - http://purl.obolibrary.org/obo/FOODON_03305208;http://purl.obolibrary.org/obo/FOODON_00003582;http://purl.obolibrary.org/obo/NCBITaxon_4682, saffron - http://purl.obolibrary.org/obo/FOODON_00003043;http://purl.obolibrary.org/obo/FOODON_00003441;http://purl.obolibrary.org/obo/FOODON_00002732;http://purl.obolibrary.org/obo/FOODON_03301189, black pepper - http://purl.obolibrary.org/obo/FOODON_03304045;http://purl.obolibrary.org/obo/PATO_0000317;http://purl.obolibrary.org/obo/FOODON_00003520;http://purl.obolibrary.org/obo/FOODON_03309928;http://purl.obolibrary.org/obo/FOODON_00003013;http://purl.obolibrary.org/obo/FOODON_00001649, chili pepper - http://purl.obolibrary.org/obo/FOODON_03315873;http://purl.obolibrary.org/obo/FOODON_03317304;http://purl.obolibrary.org/obo/FOODON_03301511;http://purl.obolibrary.org/obo/FOODON_00003520;http://purl.obolibrary.org/obo/FOODON_03309928;http://purl.obolibrary.org/obo/FOODON_00003013;http://purl.obolibrary.org/obo/FOODON_00001649, curcumin - http://purl.obolibrary.org/obo/CHEBI_60004;http://purl.obolibrary.org/obo/FOODON_00003753, thymoquinone - http://purl.obolibrary.org/obo/CHEBI_60004;http://purl.obolibrary.org/obo/NCIT_C45305, piperine - http://purl.obolibrary.org/obo/CHEBI_35206, capsaicin - http://purl.obolibrary.org/obo/CHEBI_60004;http://purl.obolibrary.org/obo/FOODON_00003520;http://purl.obolibrary.org/obo/FOODON_03309928;http://purl.obolibrary.org/obo/FOODON_00003013;http://purl.obolibrary.org/obo/FOODON_00001649.", , , ,0.500,0.412,0.441
1_0, , , ,curcuma longa,"http://purl.obolibrary.org/obo/FOODON_00002323
http://purl.obolibrary.org/obo/NCBITaxon_136217
http://purl.obolibrary.org/obo/NCBITaxon_99568",, , , 
1_1, , , ,nigella sativa,"http://purl.obolibrary.org/obo/FOODON_03411176
http://purl.obolibrary.org/obo/NCBITaxon_555479",, , , 
1_2, , , ,black cumin,"http://purl.obolibrary.org/obo/FOODON_00002966
http://purl.obolibrary.org/obo/FOODON_00003024
http://purl.obolibrary.org/obo/FOODON_00003396
http://purl.obolibrary.org/obo/FOODON_03311872
http://purl.obolibrary.org/obo/NCBITaxon_52462
http://purl.obolibrary.org/obo/PATO_0000317",, , , 
1_3, , , ,zingiber officinale,"http://purl.obolibrary.org/obo/NCBITaxon_4650
http://purl.obolibrary.org/obo/NCBITaxon_94328",, , , 
1_4, , , ,ginger,"http://purl.obolibrary.org/obo/FOODON_00001901
http://purl.obolibrary.org/obo/FOODON_00002718
http://purl.obolibrary.org/obo/FOODON_00003717
http://purl.obolibrary.org/obo/NCBITaxon_94328","http://purl.obolibrary.org/obo/FOODON_00001901
http://purl.obolibrary.org/obo/FOODON_00002718
http://purl.obolibrary.org/obo/FOODON_00003717
http://purl.obolibrary.org/obo/NCBITaxon_94328", , , 
1_5, , , ,allium sativum,"http://purl.obolibrary.org/obo/FOODON_03411300
http://purl.obolibrary.org/obo/NCBITaxon_4678
http://purl.obolibrary.org/obo/NCBITaxon_4682",, , , 
1_6, , , ,garlic,"http://purl.obolibrary.org/obo/FOODON_00003582
http://purl.obolibrary.org/obo/FOODON_03305208
http://purl.obolibrary.org/obo/NCBITaxon_4682","http://purl.obolibrary.org/obo/FOODON_00003582
http://purl.obolibrary.org/obo/FOODON_03305208
http://purl.obolibrary.org/obo/NCBITaxon_4682", , , 
1_7, , , ,crocus sativus,http://purl.obolibrary.org/obo/NCBITaxon_82528,, , , 
1_8, , , ,saffron,"http://purl.obolibrary.org/obo/FOODON_00003043
http://purl.obolibrary.org/obo/FOODON_00003441","http://purl.obolibrary.org/obo/FOODON_00002732
http://purl.obolibrary.org/obo/FOODON_00003043
http://purl.obolibrary.org/obo/FOODON_00003441
http://purl.obolibrary.org/obo/FOODON_03301189", , , 
1_9, , , ,piper nigrum,"http://purl.obolibrary.org/obo/NCBITaxon_13215
http://purl.obolibrary.org/obo/NCBITaxon_13216",, , , 
1_10, , , ,black,"http://purl.obolibrary.org/obo/FOODON_00001649
http://purl.obolibrary.org/obo/FOODON_00003013
http://purl.obolibrary.org/obo/FOODON_00003520
http://purl.obolibrary.org/obo/FOODON_03309928
http://purl.obolibrary.org/obo/PATO_0000317","http://purl.obolibrary.org/obo/FOODON_00001649
http://purl.obolibrary.org/obo/FOODON_00003013
http://purl.obolibrary.org/obo/FOODON_00003520
http://purl.obolibrary.org/obo/FOODON_03309928
http://purl.obolibrary.org/obo/PATO_0000317", , , 
1_11, , , ,capsicum,http://purl.obolibrary.org/obo/NCBITaxon_4071,, , , 
