instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.825,0.577,0.657
0,"Absolutely, the entities that pertain to food are delineated below:  soybeans, bean products, soy nuts, soy powder, soy milk, tofu, bean curd, soybean products, miso, bean paste, natto, fermented soybeans, soy beans, soy sauce","Definitely, the entities are interrelated as:  soybeans - http://purl.obolibrary.org/obo/NCBITaxon_3847, bean - http://purl.obolibrary.org/obo/FOODON_00002753, nuts - http://purl.obolibrary.org/obo/FOODON_03306632, powder - http://purl.obolibrary.org/obo/FOODON_00002976, soy milk - http://purl.obolibrary.org/obo/FOODON_03305289;http://purl.obolibrary.org/obo/UBERON_0001913, bean curd - http://purl.obolibrary.org/obo/FOODON_03301839;http://purl.obolibrary.org/obo/FOODON_00002753;http://purl.obolibrary.org/obo/FOODON_03420245, miso - http://purl.obolibrary.org/obo/FOODON_00003208, bean paste - http://purl.obolibrary.org/obo/FOODON_03315362;http://purl.obolibrary.org/obo/FOODON_00002753, natto - http://purl.obolibrary.org/obo/FOODON_00002870, soy sauce - http://purl.obolibrary.org/obo/FOODON_03301115;http://purl.obolibrary.org/obo/FOODON_03311146.","Definitely, the entities are linked as: soybeans - http://purl.obolibrary.org/obo/NCBITaxon_3845, soy nuts - http://purl.obolibrary.org/obo/FOODON_03305289;http://purl.obolibrary.org/obo/FOODON_03301300;http://purl.obolibrary.org/obo/NCBITaxon_3845, soy powder - http://purl.obolibrary.org/obo/FOODON_03306176;http://purl.obolibrary.org/obo/FOODON_03311146, soy milk - http://purl.obolibrary.org/obo/FOODON_03305289;http://purl.obolibrary.org/obo/UBERON_0001913, tofu - http://purl.obolibrary.org/obo/FOODON_00003283, bean - http://purl.obolibrary.org/obo/FOODON_00002753, fermented - http://purl.obolibrary.org/obo/FOODON_03460190;http://purl.obolibrary.org/obo/NCBITaxon_13443, soy sauce - http://purl.obolibrary.org/obo/FOODON_03301115;http://purl.obolibrary.org/obo/FOODON_03311146, natto - http://purl.obolibrary.org/obo/FOODON_03303683, miso - http://purl.obolibrary.org/obo/FOODON_03301115.", , , ,0.433,0.333,0.344
0_0, , , ,soybeans,http://purl.obolibrary.org/obo/NCBITaxon_3847,http://purl.obolibrary.org/obo/NCBITaxon_3845, , , 
0_1, , , ,bean,http://purl.obolibrary.org/obo/FOODON_00002753,http://purl.obolibrary.org/obo/FOODON_00002753, , , 
0_2, , , ,nuts,http://purl.obolibrary.org/obo/FOODON_03306632,, , , 
0_3, , , ,powder,http://purl.obolibrary.org/obo/FOODON_00002976,, , , 
0_4, , , ,soy milk,"http://purl.obolibrary.org/obo/FOODON_03305289
http://purl.obolibrary.org/obo/UBERON_0001913","http://purl.obolibrary.org/obo/FOODON_03305289
http://purl.obolibrary.org/obo/UBERON_0001913", , , 
0_5, , , ,bean curd,"http://purl.obolibrary.org/obo/FOODON_00002753
http://purl.obolibrary.org/obo/FOODON_03301839
http://purl.obolibrary.org/obo/FOODON_03420245",, , , 
0_6, , , ,miso,http://purl.obolibrary.org/obo/FOODON_00003208,http://purl.obolibrary.org/obo/FOODON_03301115, , , 
0_7, , , ,bean paste,"http://purl.obolibrary.org/obo/FOODON_00002753
http://purl.obolibrary.org/obo/FOODON_03315362",, , , 
0_8, , , ,natto,http://purl.obolibrary.org/obo/FOODON_00002870,http://purl.obolibrary.org/obo/FOODON_03303683, , , 
0_9, , , ,soy sauce,"http://purl.obolibrary.org/obo/FOODON_03301115
http://purl.obolibrary.org/obo/FOODON_03311146","http://purl.obolibrary.org/obo/FOODON_03301115
http://purl.obolibrary.org/obo/FOODON_03311146", , , 
1,"Absolutely, the entities that pertain to food are:  beverages, breakfast beverages, water, sugar-sweetened coffee, reduced-energy orange juice, low-fat milk, fat-free, low-fat, and whole milk, sandwich, beverage, coffee, milks, milk","Of course, the entities are connected as:  breakfast - http://purl.obolibrary.org/obo/NCIT_C80249, water - http://purl.obolibrary.org/obo/CHEBI_15377;http://purl.obolibrary.org/obo/FOODON_00002340, sugar - http://purl.obolibrary.org/obo/FOODON_03420108;http://purl.obolibrary.org/obo/FOODON_03301036;http://purl.obolibrary.org/obo/NCBITaxon_13443, orange juice - http://purl.obolibrary.org/obo/FOODON_03301103;http://purl.obolibrary.org/obo/PATO_0000953;http://purl.obolibrary.org/obo/FOODON_03315106;http://purl.obolibrary.org/obo/FOODON_03315552, fat - http://purl.obolibrary.org/obo/FOODON_00003265;http://purl.obolibrary.org/obo/UBERON_0001013;http://purl.obolibrary.org/obo/UBERON_0001913, sandwich - http://purl.obolibrary.org/obo/FOODON_03301906, beverage - http://purl.obolibrary.org/obo/FOODON_00003202, coffee - http://purl.obolibrary.org/obo/FOODON_03301036;http://purl.obolibrary.org/obo/NCBITaxon_13443, milk - http://purl.obolibrary.org/obo/UBERON_0001913.","Indeed, the entities are connected as such: water - http://purl.obolibrary.org/obo/CHEBI_15377;http://purl.obolibrary.org/obo/FOODON_00002340, coffee - http://purl.obolibrary.org/obo/FOODON_03301036;http://purl.obolibrary.org/obo/NCBITaxon_13443, orange juice - http://purl.obolibrary.org/obo/FOODON_03301103;http://purl.obolibrary.org/obo/PATO_0000953;http://purl.obolibrary.org/obo/FOODON_03315106;http://purl.obolibrary.org/obo/FOODON_03315552, milk - http://purl.obolibrary.org/obo/UBERON_0001913, whole milk - http://purl.obolibrary.org/obo/FOODON_03430344;http://purl.obolibrary.org/obo/FOODON_00003083, sandwich - http://purl.obolibrary.org/obo/FOODON_03301906.", , , ,0.722,0.556,0.611
1_0, , , ,breakfast,http://purl.obolibrary.org/obo/NCIT_C80249,, , , 
1_1, , , ,water,"http://purl.obolibrary.org/obo/CHEBI_15377
http://purl.obolibrary.org/obo/FOODON_00002340","http://purl.obolibrary.org/obo/CHEBI_15377
http://purl.obolibrary.org/obo/FOODON_00002340", , , 
