instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.831,0.636,0.703
0,"Absolutely, the entities that pertain to food are provided below:  tea, coffee, chocolate, cocoa, cinnamon, grape, pomegranate, red wine, berries, olive oil","Indeed, the connection of the entities is:  tea - http://purl.bioontology.org/ontology/SNOMEDCT/16313001, coffee - http://purl.bioontology.org/ontology/SNOMEDCT/29263009, chocolate - http://purl.bioontology.org/ontology/SNOMEDCT/102262009, cocoa - http://purl.bioontology.org/ontology/SNOMEDCT/901000161107, cinnamon - http://purl.bioontology.org/ontology/SNOMEDCT/227388008, pomegranate - http://purl.bioontology.org/ontology/SNOMEDCT/227441008, red wine - http://purl.bioontology.org/ontology/SNOMEDCT/58732000;http://purl.bioontology.org/ontology/SNOMEDCT/35748005.","Absolutely, the entities are related suitably: tea - http://purl.bioontology.org/ontology/SNOMEDCT/16313001, coffee - http://purl.bioontology.org/ontology/SNOMEDCT/29263009, chocolate - http://purl.bioontology.org/ontology/SNOMEDCT/102262009, cocoa - http://purl.bioontology.org/ontology/SNOMEDCT/901000161107, cinnamon - http://purl.bioontology.org/ontology/SNOMEDCT/227388008, grape - http://purl.bioontology.org/ontology/SNOMEDCT/256317002, red wine - http://purl.bioontology.org/ontology/SNOMEDCT/58732000;http://purl.bioontology.org/ontology/SNOMEDCT/35748005, olive oil - http://purl.bioontology.org/ontology/SNOMEDCT/41834005.", , , ,0.875,0.875,0.875
0_0, , , ,tea,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,http://purl.bioontology.org/ontology/SNOMEDCT/16313001, , , 
0_1, , , ,coffee,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,http://purl.bioontology.org/ontology/SNOMEDCT/29263009, , , 
0_2, , , ,chocolate,http://purl.bioontology.org/ontology/SNOMEDCT/102262009,http://purl.bioontology.org/ontology/SNOMEDCT/102262009, , , 
0_3, , , ,cocoa,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107, , , 
0_4, , , ,cinnamon,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,http://purl.bioontology.org/ontology/SNOMEDCT/227388008, , , 
0_5, , , ,pomegranate,http://purl.bioontology.org/ontology/SNOMEDCT/227441008,, , , 
0_6, , , ,red wine,"http://purl.bioontology.org/ontology/SNOMEDCT/35748005
http://purl.bioontology.org/ontology/SNOMEDCT/58732000","http://purl.bioontology.org/ontology/SNOMEDCT/35748005
http://purl.bioontology.org/ontology/SNOMEDCT/58732000", , , 
1,"Of course, the entities associated with food are outlined below:  cocoa products, chocolate, cocoa","Of course, the entities are bonded properly:  cocoa - http://purl.bioontology.org/ontology/SNOMEDCT/901000161107, chocolate - http://purl.bioontology.org/ontology/SNOMEDCT/102262009.","Of course, the entities are bonded in this manner: chocolate - http://purl.bioontology.org/ontology/SNOMEDCT/102262009, cocoa - http://purl.bioontology.org/ontology/SNOMEDCT/901000161107.", , , ,1.000,1.000,1.000
