instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.865,0.665,0.731
0,"Absolutely, the entities that pertain to food are delineated below:  soybeans, bean products, soy nuts, soy powder, soy milk, tofu, bean curd, soybean products, miso, bean paste, natto, fermented soybeans, soy beans, soy sauce","Absolutely, the entities are related in this way:  soybeans - AG.01.h.02.g, bean products - AG.01.n, soy nuts - AG.01.h.02.g, soy powder - AG.01.h.02.g, soy milk - AG.01, tofu - AG.01.n, bean curd - AG.01.n, soybean products - AG.01.n, miso - AG.01.n.02, bean paste - AG.01.n, natto - AG.01.n, fermented soybeans - AG.01.h.02.g, soy beans - AG.01.h.02.g, soy sauce - AG.01.l.04.","Absolutely, the entities are related accordingly: soybeans - AG.01.h.02.g, soy nuts - AG.01.h.01.f, soy powder - AG.01.h.02.g, soy milk - AG.01.h.02.g, tofu - AG.01.h.02.g, bean paste - AG.01.h.02.g, fermented soybean products - AG.01.n.09, fermented soybeans - AG.01.h.02.g, soy sauce - AG.01.l.04, natto - AG.01.h.02.g, miso - AG.01.h.02.g.", , , ,0.205,0.286,0.236
0_0, , , ,soybeans,AG.01.h.02.g,AG.01.h.02.g, , , 
0_1, , , ,bean products,AG.01.n,, , , 
0_2, , , ,soy nuts,AG.01.h.02.g,AG.01.h.01.f, , , 
0_3, , , ,soy powder,AG.01.h.02.g,AG.01.h.02.g, , , 
0_4, , , ,soy milk,AG.01,AG.01.h.02.g, , , 
0_5, , , ,tofu,AG.01.n,AG.01.h.02.g, , , 
0_6, , , ,bean curd,AG.01.n,, , , 
0_7, , , ,soybean products,AG.01.n,, , , 
0_8, , , ,miso,AG.01.n.02,AG.01.h.02.g, , , 
0_9, , , ,bean paste,AG.01.n,AG.01.h.02.g, , , 
0_10, , , ,natto,AG.01.n,AG.01.h.02.g, , , 
0_11, , , ,fermented soybeans,AG.01.h.02.g,AG.01.h.02.g, , , 
0_12, , , ,soy beans,AG.01.h.02.g,, , , 
0_13, , , ,soy sauce,AG.01.l.04,AG.01.l.04, , , 
1,"Absolutely, the entities that pertain to food are:  beverages, breakfast beverages, water, sugar-sweetened coffee, reduced-energy orange juice, low-fat milk, fat-free, low-fat, and whole milk, sandwich, beverage, coffee, milks, milk","Of course, the entities are bonded appropriately:  beverages - AG.01.y, breakfast beverages - AG.01.y, water - AG.01.z, sugar-sweetened coffee - AG.01.ad, reduced-energy orange juice - AG.01.ab, low-fat milk - AG.01.e, fat-free, low-fat, and whole milk - AG.01.e, sandwich - AG.01.n.11, beverage - AG.01.y, coffee - AG.01.ad, milks - AG.01.e, milk - AG.01.e.","Certainly, the entities are associated suitably: water - AG.01.z [Water], sugar-sweetened coffee - AG.01.ad [Coffee];AG.01.l.02 [Sweetener (syrup/honey/chocolate)], orange juice - AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit];AG.01.l.02 [Sweetener (syrup/honey/chocolate)], low-fat milk - AG.01.e [Dairy produce], milk - AG.01.e [Dairy produce], whole milk - AG.01.e [Dairy produce], sandwich - AG.01.n.11 [Bread].", , , ,0.667,0.417,0.500
1_0, , , ,beverages,AG.01.y,, , , 
1_1, , , ,breakfast beverages,AG.01.y,, , , 
1_2, , , ,water,AG.01.z,AG.01.z, , , 
1_3, , , ,sugar-sweetened coffee,AG.01.ad,AG.01.ad, , , 
1_4, , , ,reduced-energy orange juice,AG.01.ab,, , , 
1_5, , , ,low-fat milk,AG.01.e,AG.01.e, , , 
1_6, , , ,"fat-free, low-fat, and whole milk",AG.01.e,, , , 
1_7, , , ,sandwich,AG.01.n.11,AG.01.n.11, , , 
1_8, , , ,beverage,AG.01.y,, , , 
1_9, , , ,coffee,AG.01.ad,, , , 
1_10, , , ,milks,AG.01.e,, , , 
1_11, , , ,milk,AG.01.e,AG.01.e, , , 
