instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.870,0.660,0.735
0,"Absolutely, the entities that pertain to food are delineated below:  soybeans, bean products, soy nuts, soy powder, soy milk, tofu, bean curd, soybean products, miso, bean paste, natto, fermented soybeans, soy beans, soy sauce","Indeed, the entities are connected thusly:  bean - http://purl.bioontology.org/ontology/SNOMEDCT/256354006, soy milk - http://purl.bioontology.org/ontology/SNOMEDCT/226793001;http://purl.bioontology.org/ontology/SNOMEDCT/70813002, tofu - http://purl.bioontology.org/ontology/SNOMEDCT/227365007, miso - http://purl.bioontology.org/ontology/SNOMEDCT/227354002, natto - http://purl.bioontology.org/ontology/SNOMEDCT/443621000124102, soy sauce - http://purl.bioontology.org/ontology/SNOMEDCT/227537006;http://purl.bioontology.org/ontology/SNOMEDCT/227519005.","Indeed, the entities are connected suitably: soy milk - http://purl.bioontology.org/ontology/SNOMEDCT/226793001;http://purl.bioontology.org/ontology/SNOMEDCT/70813002, tofu - http://purl.bioontology.org/ontology/SNOMEDCT/227365007, bean - http://purl.bioontology.org/ontology/SNOMEDCT/256354006, soy sauce - http://purl.bioontology.org/ontology/SNOMEDCT/227537006;http://purl.bioontology.org/ontology/SNOMEDCT/227519005, miso - http://purl.bioontology.org/ontology/SNOMEDCT/227553009.", , , ,0.750,0.750,0.750
0_0, , , ,bean,http://purl.bioontology.org/ontology/SNOMEDCT/256354006,http://purl.bioontology.org/ontology/SNOMEDCT/256354006, , , 
0_1, , , ,soy milk,"http://purl.bioontology.org/ontology/SNOMEDCT/226793001
http://purl.bioontology.org/ontology/SNOMEDCT/70813002","http://purl.bioontology.org/ontology/SNOMEDCT/226793001
http://purl.bioontology.org/ontology/SNOMEDCT/70813002", , , 
0_2, , , ,tofu,http://purl.bioontology.org/ontology/SNOMEDCT/227365007,http://purl.bioontology.org/ontology/SNOMEDCT/227365007, , , 
0_3, , , ,miso,http://purl.bioontology.org/ontology/SNOMEDCT/227354002,http://purl.bioontology.org/ontology/SNOMEDCT/227553009, , , 
0_4, , , ,natto,http://purl.bioontology.org/ontology/SNOMEDCT/443621000124102,, , , 
0_5, , , ,soy sauce,"http://purl.bioontology.org/ontology/SNOMEDCT/227519005
http://purl.bioontology.org/ontology/SNOMEDCT/227537006","http://purl.bioontology.org/ontology/SNOMEDCT/227519005
http://purl.bioontology.org/ontology/SNOMEDCT/227537006", , , 
1,"Absolutely, the entities that pertain to food are:  beverages, breakfast beverages, water, sugar-sweetened coffee, reduced-energy orange juice, low-fat milk, fat-free, low-fat, and whole milk, sandwich, beverage, coffee, milks, milk","Definitely, the entities are linked accordingly:  coffee - http://purl.bioontology.org/ontology/SNOMEDCT/29263009, orange juice - http://purl.bioontology.org/ontology/SNOMEDCT/226496008;http://purl.bioontology.org/ontology/SNOMEDCT/129559002, milk - http://purl.bioontology.org/ontology/SNOMEDCT/70813002, whole milk - http://purl.bioontology.org/ontology/SNOMEDCT/226767008;http://purl.bioontology.org/ontology/SNOMEDCT/70813002, sandwich - http://purl.bioontology.org/ontology/SNOMEDCT/735008002.","Absolutely, the entities are related in this way: coffee - http://purl.bioontology.org/ontology/SNOMEDCT/29263009, orange juice - http://purl.bioontology.org/ontology/SNOMEDCT/226496008;http://purl.bioontology.org/ontology/SNOMEDCT/129559002, milk - http://purl.bioontology.org/ontology/SNOMEDCT/70813002.", , , ,0.714,0.571,0.619
1_0, , , ,coffee,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,http://purl.bioontology.org/ontology/SNOMEDCT/29263009, , , 
1_1, , , ,orange juice,"http://purl.bioontology.org/ontology/SNOMEDCT/129559002
http://purl.bioontology.org/ontology/SNOMEDCT/226496008","http://purl.bioontology.org/ontology/SNOMEDCT/129559002
http://purl.bioontology.org/ontology/SNOMEDCT/226496008", , , 
1_2, , , ,milk,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,http://purl.bioontology.org/ontology/SNOMEDCT/70813002, , , 
