instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.871,0.665,0.736
0,"Sure thing, the entities regarding food are listed as follows:  milk","Indeed, the connection of the entities is:  milk - AG.01.e.","Absolutely, the entities are related accordingly: milk - AG.01.e.", , , ,1.000,1.000,1.000
0_0, , , ,milk,AG.01.e,AG.01.e, , , 
1,"Indeed, the entities that relate to food are:  milk, milk product","Indeed, the entities are united in this way:  milk - AG.01.e, milk product - AG.01.e.","Of course, the entities are bonded as such: milk - AG.01.e, new milk product - AG.01.e, normal milk - AG.01.e, product - AG.01.e, liquid volume - AG.01.e.", , , ,1.000,0.500,0.667
1_0, , , ,milk,AG.01.e,AG.01.e, , , 
1_1, , , ,milk product,AG.01.e,, , , 
2,"Yes, the entities related to food are as follows:  fruits, industrial foods, pretzels, biscuits, wafers, chocolate, ice cream, savoury and sweet pastries, soft drinks, alcoholic beverages, snacks, home-made pastries","Absolutely, the entities are related accordingly:  fruits - AG.01.h.01, industrial foods - AG.01, pretzels - AG.01.n, biscuits - AG.01.n.14, wafers - AG.01.n.17.a, chocolate - AG.01.n.17.a, ice cream - AG.01.n.17.b, savoury and sweet pastries - AG.01.n.15, soft drinks - AG.01.y, alcoholic beverages - AG.01.y.01, snacks - AG.01.n, home-made pastries - AG.01.n.15.","Of course, the entities are bonded as such: fruits - AG.01.h.01, beverages - AG.01.y, food - AG.01, industrial foods - AG.01, pretzels - AG.01.n.14, biscuits - AG.01.n.11, wafers - AG.01.n.13, chocolate - AG.01.n.17.a, ice cream - AG.01.e, home-made foods - AG.01, savoury and sweet pastries - AG.01.n.15, industrial food - AG.01, industrial snacks - AG.01, home-made pastries - AG.01.n.15, Na - AG.01.l.01.", , , ,0.500,0.417,0.444
2_0, , , ,fruits,AG.01.h.01,AG.01.h.01, , , 
2_1, , , ,industrial foods,AG.01,AG.01, , , 
2_2, , , ,pretzels,AG.01.n,AG.01.n.14, , , 
2_3, , , ,biscuits,AG.01.n.14,AG.01.n.11, , , 
2_4, , , ,wafers,AG.01.n.17.a,AG.01.n.13, , , 
2_5, , , ,chocolate,AG.01.n.17.a,AG.01.n.17.a, , , 
2_6, , , ,ice cream,AG.01.n.17.b,AG.01.e, , , 
2_7, , , ,savoury and sweet pastries,AG.01.n.15,AG.01.n.15, , , 
2_8, , , ,soft drinks,AG.01.y,, , , 
2_9, , , ,alcoholic beverages,AG.01.y.01,, , , 
2_10, , , ,snacks,AG.01.n,, , , 
2_11, , , ,home-made pastries,AG.01.n.15,AG.01.n.15, , , 
3,"Indeed, the entities that relate to food are:  canola oil, corn oil, fat","Indeed, the entities are connected in the following way:  canola oil - AG.01.f, corn oil - AG.01.f, fat - AG.01.f.","Absolutely, the entities are related suitably: corn oil - AG.01.f, canola oil - AG.01.f, canola oil containing diet - AG.01.n, corn oil containing diet - AG.01.n, corn oil - AG.01.f, canola oil - AG.01.f, canola oil containing diet - AG.01.n.", , , ,1.000,0.667,0.800
3_0, , , ,canola oil,AG.01.f,AG.01.f, , , 
3_1, , , ,corn oil,AG.01.f,AG.01.f, , , 
3_2, , , ,fat,AG.01.f,, , , 
4,"Sure thing, the entities linked to food are outlined below:  100% fruit juice, nutrient-dense beverage, water, low-fat/fat-free milk, 100% fruit juices, fruit, intake, beverages, sugar-sweetened beverages","Indeed, the entities are connected in this fashion:  100% fruit juice - AG.01.ab, nutrient-dense beverage - AG.01.y, water - AG.01.z, low-fat/fat-free milk - AG.01.e, 100% fruit juices - AG.01.ab, fruit - AG.01.h.01, intake - X, beverages - AG.01.y, sugar-sweetened beverages - AG.01.y.","Of course, the entities are tied together as: 100 % fruit juice - AG.01.ab, fruit - AG.01.h.01, juice - AG.01.ab, 100 % fruit juices - AG.01.ab.", , , ,0.111,0.111,0.111
4_0, , , ,100% fruit juice,AG.01.ab,, , , 
4_1, , , ,nutrient-dense beverage,AG.01.y,, , , 
4_2, , , ,water,AG.01.z,, , , 
4_3, , , ,low-fat/fat-free milk,AG.01.e,, , , 
4_4, , , ,100% fruit juices,AG.01.ab,, , , 
4_5, , , ,fruit,AG.01.h.01,AG.01.h.01, , , 
4_6, , , ,intake,X,, , , 
4_7, , , ,beverages,AG.01.y,, , , 
4_8, , , ,sugar-sweetened beverages,AG.01.y,, , , 
5,"Definitely, the entities relevant to food are as follows:  pasta, rice, milk, yoghurt, poultry, processed meat, vegetables, coffee, tea, soups, eggs, red meat, fish, cheese, pulses, potatoes, fruits, desserts, sugars, refined cereals","Certainly, the entities are being linked:  pasta - AG.01.i, rice - AG.01.i, milk - AG.01.e, yoghurt - AG.01.e, poultry - AG.01.d.06, processed meat - AG.01.d, vegetables - AG.01.h.02, coffee - AG.01.ad, tea - AG.01.ac, soups - AG.01.n.02, eggs - AG.01.g, red meat - AG.01.d, fish - AG.01.d.07, cheese - AG.01.e.02, pulses - AG.01.h.02.g, potatoes - AG.01.h.02.a, fruits - AG.01.h.01, desserts - AG.01.n.17.a, sugars - AG.01.l.02, refined cereals - AG.01.n.10.","Indeed, the entities are connected thusly: bread - AG.01.n.11, pasta - AG.01.i, rice - AG.01.i, milk - AG.01.e, yoghurt - AG.01.e, poultry - AG.01.d.06, processed meat - AG.01.d, vegetables - AG.01.h.02, coffee - AG.01.ad, tea - AG.01.ac, soups - AG.01.n.02, eggs - AG.01.g, red meat - AG.01.d, fish - AG.01.d.07, cheese - AG.01.e.02, pulses - AG.01.h.02.g, potatoes - AG.01.h.02.a, fruits - AG.01.h.01, desserts - AG.01.n.17.a, sugars - AG.01.l.02.", , , ,0.950,0.950,0.950
5_0, , , ,pasta,AG.01.i,AG.01.i, , , 
5_1, , , ,rice,AG.01.i,AG.01.i, , , 
5_2, , , ,milk,AG.01.e,AG.01.e, , , 
5_3, , , ,yoghurt,AG.01.e,AG.01.e, , , 
5_4, , , ,poultry,AG.01.d.06,AG.01.d.06, , , 
5_5, , , ,processed meat,AG.01.d,AG.01.d, , , 
5_6, , , ,vegetables,AG.01.h.02,AG.01.h.02, , , 
5_7, , , ,coffee,AG.01.ad,AG.01.ad, , , 
5_8, , , ,tea,AG.01.ac,AG.01.ac, , , 
5_9, , , ,soups,AG.01.n.02,AG.01.n.02, , , 
5_10, , , ,eggs,AG.01.g,AG.01.g, , , 
5_11, , , ,red meat,AG.01.d,AG.01.d, , , 
5_12, , , ,fish,AG.01.d.07,AG.01.d.07, , , 
5_13, , , ,cheese,AG.01.e.02,AG.01.e.02, , , 
5_14, , , ,pulses,AG.01.h.02.g,AG.01.h.02.g, , , 
5_15, , , ,potatoes,AG.01.h.02.a,AG.01.h.02.a, , , 
