instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.950,0.935,0.941
0,"Would you please share links to the Hansard taxonomy for these entities listed: oil, butterscotch chips, peppermint extract, poppy seeds, root beer, chopped mango, chocolate drink mix, graham cracker crumbs, vegetarian meat substitute mixture ?","Definitely, the entities are linked correspondingly:  oil -  AG.01.f [Fat/oil], butterscotch chips -  AE.14.m.03 [Subfamily Bovinae (bovines)], peppermint extract -  AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil], poppy seeds -  AF.10.i [Seed];AF.29 [Particular cultivated/ornamental plants], root beer -  AG.01.h.02.a [Root vegetable];AG.01.y.01.b [Ale/beer], chopped mango -  AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], chocolate drink mix -  AG.01 [Food];AG.01.ak [Drinking];AG.01.m [Substances for food preparation];AG.01.n.17.a [Sweets];AG.01.y [Drink];AG.01.y.01 [Intoxicating liquor], graham cracker crumbs -  AG.01.k [Flour];AG.01.n.11 [Bread];AG.01.p [Amounts of food], vegetarian meat substitute mixture -  AG.01 [Food];AG.01.af [Tea manufacture];AG.01.c [Diet];AG.01.d [Animals for food];AG.01.x.01 [Eating].","Indeed, the entities are connected properly: oil - AG.01.f [Fat/oil], butterscotch chips - AE.14.m.03 [Subfamily Bovinae (bovines)], peppermint extract - AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil], poppy seeds - AF.10.i [Seed];AF.29 [Particular cultivated/ornamental plants], root beer - AG.01.h.02.a [Root vegetable];AG.01.y.01.b [Ale/beer], chopped mango - AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], chocolate drink mix - AG.01 [Food];AG.01.ak [Drinking];AG.01.m [Substances for food preparation];AG.01.n.17.a [Sweets];AG.01.y [Drink];AG.01.y.01 [Intoxicating liquor], graham cracker crumbs - AG.01.k [Flour];AG.01.n.11 [Bread];AG.01.p [Amounts of food], vegetarian meat substitute mixture - AG.01 [Food];AG.01.af [Tea manufacture];AG.01.c [Diet];AG.01.d [Animals for food];AG.01.x.01 [Eating].", , , ,1.000,1.000,1.000
0_0, , , ,oil,AG.01.f,AG.01.f, , , 
0_1, , , ,butterscotch chips,AE.14.m.03,AE.14.m.03, , , 
0_2, , , ,peppermint extract,"AF.13.c
AF.21
AF.26","AF.13.c
AF.21
AF.26", , , 
0_3, , , ,poppy seeds,"AF.10.i
AF.29","AF.10.i
AF.29", , , 
0_4, , , ,root beer,"AG.01.h.02.a
AG.01.y.01.b","AG.01.h.02.a
AG.01.y.01.b", , , 
0_5, , , ,chopped mango,"AE.10.g
AF.20
AF.20.b","AE.10.g
AF.20
AF.20.b", , , 
0_6, , , ,chocolate drink mix,"AG.01
AG.01.ak
AG.01.m
AG.01.n.17.a
AG.01.y
AG.01.y.01","AG.01
AG.01.ak
AG.01.m
AG.01.n.17.a
AG.01.y
AG.01.y.01", , , 
0_7, , , ,graham cracker crumbs,"AG.01.k
AG.01.n.11
AG.01.p","AG.01.k
AG.01.n.11
AG.01.p", , , 
0_8, , , ,vegetarian meat substitute mixture,"AG.01
AG.01.af
AG.01.c
AG.01.d
AG.01.x.01","AG.01
AG.01.af
AG.01.c
AG.01.d
AG.01.x.01", , , 
