instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.944,0.934,0.938
0,"Would you mind sharing links to the Hansard taxonomy for these entities given: brandy, capers, leaves, custard, jalapeno pepper, vinegar, Parmesan, flax seeds, bay leaf ?","Definitely, the entities are linked in this manner:  brandy -  AG.01.y.01.e [Brandy], capers -  AE.14.j.04 [Habits and actions of horse];AF.13 [Particular tree/shrub], leaves -  AF.10.e [Leaf], custard -  AG.01.n.15 [Pastry];AG.01.n.16 [Egg dishes], jalapeno pepper -  AG.01.l.03 [Spice], vinegar -  AG.01.ae.01 [Wine-making];AG.01.l [Additive], Parmesan -  AG.01.e.02 [Cheese];AG.01.ak [Drinking], flax seeds -  AF.10.i [Seed];AF.24 [Yielding fibre/thatching/basket material], bay leaf -  AF.10.e [Leaf];AF.13 [Particular tree/shrub].","Of course, the entities are bonded accordingly: brandy - AG.01.y.01.e [Brandy], capers - AE.14.j.04 [Habits and actions of horse];AF.13 [Particular tree/shrub], leaves - AF.10.e [Leaf], custard - AG.01.n.15 [Pastry];AG.01.n.16 [Egg dishes], jalapeno pepper - AG.01.l.03 [Spice], vinegar - AG.01.ae.01 [Wine-making];AG.01.l [Additive], Parmesan - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], flax seeds - AF.10.i [Seed];AF.24 [Yielding fibre/thatching/basket material], bay leaf - AF.10.e [Leaf];AF.13 [Particular tree/shrub].", , , ,0.933,0.933,0.933
0_0, , , ,brandy,AG.01.y.01.e,AG.01.y.01.e, , , 
0_1, , , ,capers,"AE.14.j.04
AF.13","AE.14.j.04
AF.13", , , 
0_2, , , ,leaves,AF.10.e,AF.10.e, , , 
0_3, , , ,custard,"AG.01.n.15
AG.01.n.16","AG.01.n.15
AG.01.n.16", , , 
0_4, , , ,jalapeno pepper,AG.01.l.03,AG.01.l.03, , , 
0_5, , , ,vinegar,"AG.01.ae.01
AG.01.l","AG.01.ae.01
AG.01.l", , , 
0_6, , , ,parmesan,"AG.01.ak
AG.01.e.02","AG.01.e.02
AG.01.n.18", , , 
0_7, , , ,flax seeds,"AF.10.i
AF.24","AF.10.i
AF.24", , , 
0_8, , , ,bay leaf,"AF.10.e
AF.13","AF.10.e
AF.13", , , 
