instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.945,0.909,0.925
0,"I'd be grateful if you could supply links to the Hansard taxonomy for the following entities: dry ranch salad dressing mix, shells, butterscotch chips, tomato mixture, dill weed, cream cheese, tall cool drink, coffee liqueur, toast ?","Of course, the entities are interlocked as:  dry ranch salad dressing mix -  AG.01.h.02 [Vegetables];AG.01.m [Substances for food preparation];AG.01.n.09 [Prepared vegetables and dishes], shells -  AE.12.b [Order Chelonia (turtles, tortoises)];AF.10 [Part of plant], butterscotch chips -  AE.14.m.03 [Subfamily Bovinae (bovines)], tomato mixture -  AG.01.af [Tea manufacture];AG.01.h.02.f [Fruits as vegetables], dill weed -  AF [Plants];AF.03 [Valued plants and weeds], cream cheese -  AG.01.e [Dairy produce];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve], tall cool drink -  AG.01.ak.02.a [Excess in drinking];AG.01.y [Drink];AG.01.y.01 [Intoxicating liquor], coffee liqueur -  AG.01.ad [Coffee];AG.01.ag [Coffee manufacture];AG.01.aj.01 [Drinking vessel];AG.01.n.17.a [Sweets];AG.01.y.01 [Intoxicating liquor], toast -  AG.01.ak [Drinking];AG.01.n.11 [Bread].","Absolutely, the entities are related suitably: dry ranch salad dressing mix - AG.01.h.02 [Vegetables];AG.01.m [Substances for food preparation];AG.01.n.09 [Prepared vegetables and dishes], shells - AE.07.d [Covering/skin];AE.08 [Invertebrates], butterscotch chips - AE.14.m.03 [Subfamily Bovinae (bovines)], tomato mixture - AG.01.af [Tea manufacture];AG.01.h.02.f [Fruits as vegetables], dill weed - AF [Plants];AF.03 [Valued plants and weeds], cream cheese - AG.01.e [Dairy produce];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve], tall cool drink - AG.01.ak.02.a [Excess in drinking];AG.01.y [Drink];AG.01.y.01 [Intoxicating liquor], coffee liqueur - AG.01.ad [Coffee];AG.01.ag [Coffee manufacture];AG.01.aj.01 [Drinking vessel];AG.01.n.17.a [Sweets];AG.01.y.01 [Intoxicating liquor], toast - AG.01.ak [Drinking];AG.01.n.11 [Bread].", , , ,0.917,0.917,0.917
0_0, , , ,dry ranch salad dressing mix,"AG.01.h.02
AG.01.m
AG.01.n.09","AG.01.h.02
AG.01.m
AG.01.n.09", , , 
0_1, , , ,shells,"AE.12.b
AF.10","AE.07.d
AE.08", , , 
0_2, , , ,butterscotch chips,AE.14.m.03,AE.14.m.03, , , 
0_3, , , ,tomato mixture,"AG.01.af
AG.01.h.02.f","AG.01.af
AG.01.h.02.f", , , 
0_4, , , ,dill weed,"AF
AF.03","AF
AF.03", , , 
0_5, , , ,cream cheese,"AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18","AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18", , , 
0_6, , , ,tall cool drink,"AG.01.ak.02.a
AG.01.y
AG.01.y.01","AG.01.ak.02.a
AG.01.y
AG.01.y.01", , , 
0_7, , , ,coffee liqueur,"AG.01.ad
AG.01.ag
AG.01.aj.01
AG.01.n.17.a
AG.01.y.01","AG.01.ad
AG.01.ag
AG.01.aj.01
AG.01.n.17.a
AG.01.y.01", , , 
0_8, , , ,toast,"AG.01.ak
AG.01.n.11","AG.01.ak
AG.01.n.11", , , 
1,"Could you please offer links to the Hansard taxonomy for these entities: ginger, wings, basil, hollow shell, apricot nectar, seaweed sheet, canola oil, poppy seeds, bacon ?","Indeed, the entities are connected appropriately:  ginger -  AG.01.l.03 [Spice], wings -  AE.07.b [Body and limbs], basil -  AF.12 [Particular plants/herbs/shrubs];AF.20.e [Particular vegetables], hollow shell -  AE.08 [Invertebrates];AE.12.b [Order Chelonia (turtles, tortoises)];AF.10 [Part of plant], apricot nectar -  AG.01.y [Drink], seaweed sheet -  AF.19 [Algae, seaweed], canola oil -  AG.01.f [Fat/oil], poppy seeds -  AF.10.i [Seed];AF.29 [Particular cultivated/ornamental plants], bacon -  AG.01.d.05 [Pork].","Certainly, the entities are associated in the following way: ginger - AG.01.l.03 [Spice], wings - AE.07.b [Body and limbs], basil - AF.12 [Particular plants/herbs/shrubs];AF.20.e [Particular vegetables], hollow shell - AE.08 [Invertebrates];AE.12.b [Order Chelonia (turtles, tortoises)];AF.10 [Part of plant], apricot nectar - AG.01.y [Drink], seaweed sheet - AF.19 [Algae, seaweed], canola oil - AG.01.f [Fat/oil], poppy seeds - AF.10.i [Seed];AF.29 [Particular cultivated/ornamental plants], bacon - AG.01.d.05 [Pork].", , , ,1.000,1.000,1.000
1_0, , , ,ginger,AG.01.l.03,AG.01.l.03, , , 
1_1, , , ,wings,AE.07.b,AE.07.b, , , 
1_2, , , ,basil,"AF.12
AF.20.e","AF.12
AF.20.e", , , 
1_3, , , ,hollow shell,"AE.08
AE.12.b
AF.10","AE.08
AE.12.b
AF.10", , , 
1_4, , , ,apricot nectar,AG.01.y,AG.01.y, , , 
1_5, , , ,seaweed sheet,AF.19,AF.19, , , 
1_6, , , ,canola oil,AG.01.f,AG.01.f, , , 
1_7, , , ,poppy seeds,"AF.10.i
AF.29","AF.10.i
AF.29", , , 
1_8, , , ,bacon,AG.01.d.05,AG.01.d.05, , , 
2,"Could you please offer links to the Hansard taxonomy for these entities specified: pie shell, granola, pasty, custard mixture, biscuit, meatballs, vegetable oil, lamb, sweet potato slices ?","Of course, the entities are tied together as:  pie shell -  AG.01.n.15 [Pastry];AG.01.o [Animal food], granola -  AG.01.n.10 [Grain dishes], pasty -  AG.01.n.15 [Pastry];AG.01.n.17 [Confections/sweetmeats], custard mixture -  AG.01.n.15 [Pastry];AG.01.n.16 [Egg dishes], biscuit -  AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.n.14 [Biscuit], meatballs -  AG.01.p [Amounts of food], vegetable oil -  AG.01.f [Fat/oil], lamb -  AG.01.d.04 [Mutton], sweet potato slices -  AG.01.h.02.a [Root vegetable];AG.01.t.08 [Equipment for food preparation].","Absolutely, the entities are related correspondingly: pie shell - AG.01.n.15 [Pastry];AG.01.o [Animal food], granola - AG.01.n.10 [Grain dishes], pasty - AG.01.n.15 [Pastry];AG.01.n.17 [Confections/sweetmeats], custard mixture - AG.01.n.15 [Pastry];AG.01.n.16 [Egg dishes], biscuit - AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.n.14 [Biscuit], meatballs - AG.01.p [Amounts of food], vegetable oil - AG.01.f [Fat/oil], lamb - AG.01.d.04 [Mutton], sweet potato slices - AG.01.h.02.a [Root vegetable];AG.01.t.08 [Equipment for food preparation].", , , ,1.000,1.000,1.000
2_0, , , ,pie shell,"AG.01.n.15
AG.01.o","AG.01.n.15
AG.01.o", , , 
2_1, , , ,granola,AG.01.n.10,AG.01.n.10, , , 
2_2, , , ,pasty,"AG.01.n.15
AG.01.n.17","AG.01.n.15
AG.01.n.17", , , 
2_3, , , ,custard mixture,"AG.01.n.15
AG.01.n.16","AG.01.n.15
AG.01.n.16", , , 
2_4, , , ,biscuit,"AG.01.n.11
AG.01.n.13
AG.01.n.14","AG.01.n.11
AG.01.n.13
AG.01.n.14", , , 
2_5, , , ,meatballs,AG.01.p,AG.01.p, , , 
2_6, , , ,vegetable oil,AG.01.f,AG.01.f, , , 
2_7, , , ,lamb,AG.01.d.04,AG.01.d.04, , , 
2_8, , , ,sweet potato slices,"AG.01.h.02.a
AG.01.t.08","AG.01.h.02.a
AG.01.t.08", , , 
3,"Would you mind sharing links to the Hansard taxonomy for these entities given: dill weed, rice, bay leaf, rice, cold brew concentrate, pistachios, leaf, lemon-lime soda, tortillas ?","Absolutely, the entities are interlinked as:  dill weed -  AF [Plants];AF.03 [Valued plants and weeds], rice -  AF.20.g [Cereal/corn/grain], bay leaf -  AF.10.e [Leaf];AF.13 [Particular tree/shrub], rice -  AF.20.g [Cereal/corn/grain], cold brew concentrate -  AG.01.ae.03 [Brewing], pistachios -  AF.20.c [Edible nuts/nut-trees], leaf -  AF.10.e [Leaf], lemon-lime soda -  AG.01.m [Substances for food preparation];AG.01.aa [Aerated/carbonated drink], tortillas -  AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake].","Of course, the entities are bonded in this fashion: dill weed - AF [Plants];AF.03 [Valued plants and weeds], rice - AF.20.g [Cereal/corn/grain], bay leaf - AF.10.e [Leaf];AF.13 [Particular tree/shrub], rice - AF.20.g [Cereal/corn/grain], cold brew concentrate - AG.01.ae.03 [Brewing], pistachios - AF.20.c [Edible nuts/nut-trees], leaf - AF.10.e [Leaf], lemon-lime soda - AG.01.m [Substances for food preparation];AG.01.aa [Aerated/carbonated drink];AG.01.h.01.a [Citrus fruit];AG.01.m.02 [Sweetener (syrup/honey/chocolate)], tortillas - AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake].", , , ,0.833,0.833,0.833
3_0, , , ,dill weed,"AF
AF.03","AF
AF.03", , , 
3_1, , , ,rice,AF.20.g,AF.20.g, , , 
3_2, , , ,bay leaf,"AF.10.e
AF.13","AF.10.e
AF.13", , , 
3_3, , , ,cold brew concentrate,AG.01.ae.03,AG.01.ae.03, , , 
3_4, , , ,pistachios,AF.20.c,AF.20.c, , , 
3_5, , , ,leaf,AF.10.e,AF.10.e, , , 
3_6, , , ,lemon-lime soda,"AG.01.aa
AG.01.m",, , , 
3_7, , , ,tortillas,"AG.01.n.11
AG.01.n.12","AG.01.n.11
AG.01.n.12", , , 
4,"I'd appreciate it if you could provide links to the Hansard taxonomy for these entities: wings, mango, coarse meal, thick rosemary stem, shells, pie shell, rice, capers, instant oatmeal ?","Indeed, the entities are connected suitably:  wings -  AE.07.b [Body and limbs], mango -  AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], coarse meal -  AG.01.a [Qualities of food];AG.01.j [Meal];AG.01.r [Meal], thick rosemary stem -  AF.10.a [Stem/stalk];AF.28 [Fragrant plants/plants used in perfumery], shells -  AE.12.b [Order Chelonia (turtles, tortoises)];AF.10 [Part of plant], pie shell -  AG.01.n.15 [Pastry];AG.01.o [Animal food], rice -  AF.20.g [Cereal/corn/grain], capers -  AE.14.j.04 [Habits and actions of horse];AF.13 [Particular tree/shrub], instant oatmeal -  AG.01 [Food];AG.01.j [Meal];AG.01.n.02 [Soup/pottage].","Of course, the entities are bonded in the following way: wings - AE.07.b [Body and limbs], mango - AE.10.g [Order Perciformes (perches)];AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant], coarse meal - AG.01.a [Qualities of food];AG.01.j [Meal];AG.01.r [Meal], thick rosemary stem - AF.10.a [Stem/stalk];AF.28 [Fragrant plants/plants used in perfumery], shells - AE.12.b [Order Chelonia (turtles, tortoises)];AF.10 [Part of plant], pie shell - AG.01.n.15 [Pastry];AG.01.o [Animal food], rice - AF.20.g [Cereal/corn/grain], capers - AE.14.j.04 [Habits and actions of horse];AF.13 [Particular tree/shrub], instant oatmeal - AG.01 [Food].", , , ,0.947,0.895,0.912
4_0, , , ,wings,AE.07.b,AE.07.b, , , 
4_1, , , ,mango,"AE.10.g
AF.20
AF.20.b","AE.10.g
AF.20
AF.20.b", , , 
4_2, , , ,coarse meal,"AG.01.a
AG.01.j
AG.01.r","AG.01.a
AG.01.j
AG.01.r", , , 
4_3, , , ,thick rosemary stem,"AF.10.a
AF.28","AF.10.a
AF.28", , , 
4_4, , , ,shells,"AE.12.b
AF.10","AE.12.b
AF.10", , , 
4_5, , , ,pie shell,"AG.01.n.15
AG.01.o","AG.01.n.15
AG.01.o", , , 
4_6, , , ,rice,AF.20.g,AF.20.g, , , 
4_7, , , ,capers,"AE.14.j.04
AF.13","AE.14.j.04
AF.13", , , 
4_8, , , ,instant oatmeal,"AG.01
AG.01.j
AG.01.n.02",AG.01, , , 
5,"Would you mind sharing links to the Hansard taxonomy for these entities given: hollow shell, roast, peppermint extract, shells, xanthan gum, lemon twist, frozen strawberries, flax seeds, almond mixture ?","Definitely, the entities are bonded together as:  hollow shell -  AE.08 [Invertebrates];AE.12.b [Order Chelonia (turtles, tortoises)];AF.10 [Part of plant], roast -  AG.01.n.06 [Meat dishes], peppermint extract -  AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil], shells -  AE.07.d [Covering/skin];AE.08 [Invertebrates], xanthan gum -  AF.10.f [Plant substances];AF.11 [Disease of/injury to plants], lemon twist -  AG.01.aj.01 [Drinking vessel];AG.01.h.01.a [Citrus fruit], frozen strawberries -  AG.01.h.01.b [Berry];AG.01.t.06 [Preserving/pickling], flax seeds -  AF.10.i [Seed];AF.24 [Yielding fibre/thatching/basket material], almond mixture -  AG.01.af [Tea manufacture];AG.01.h.01.f [Nut];AG.01.n.17 [Confections/sweetmeats].","Certainly, the entities are associated accordingly: hollow shell - AE.08 [Invertebrates];AE.12.b [Order Chelonia (turtles, tortoises)];AF.10 [Part of plant], roast - AG.01.n.06 [Meat dishes], peppermint extract - AF.13.c [Non-British trees/shrubs];AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil], shells - AE.12.b [Order Chelonia (turtles, tortoises)];AF.10 [Part of plant], xanthan gum - AF.10.f [Plant substances];AF.11 [Disease of/injury to plants], lemon twist - AG.01.aj.01 [Drinking vessel];AG.01.h.01.a [Citrus fruit], frozen strawberries - AG.01.h.01.b [Berry];AG.01.t.06 [Preserving/pickling], flax seeds - AF.10.i [Seed];AF.24 [Yielding fibre/thatching/basket material], almond mixture - AG.01.h.01.f [Nut].", , , ,0.800,0.800,0.783
5_0, , , ,hollow shell,"AE.08
AE.12.b
AF.10","AE.08
AE.12.b
AF.10", , , 
5_1, , , ,roast,AG.01.n.06,AG.01.n.06, , , 
5_2, , , ,peppermint extract,"AF.13.c
AF.21
AF.26","AF.13.c
AF.21
AF.26", , , 
5_3, , , ,shells,"AE.07.d
AE.08","AE.12.b
AF.10", , , 
5_4, , , ,xanthan gum,"AF.10.f
AF.11","AF.10.f
AF.11", , , 
