instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.981,0.967,0.973
0,"Would you mind sharing links to the SNOMEDCT ontology for these entities given: honey, olives, paprika, cocoa, prunes, oat, cream cheese, strawberry, ice cream ?","Definitely, the entities are linked in this manner:  honey - http://purl.bioontology.org/ontology/SNOMEDCT/227598003;http://purl.bioontology.org/ontology/SNOMEDCT/51905005, olives - http://purl.bioontology.org/ontology/SNOMEDCT/227436000, paprika - http://purl.bioontology.org/ontology/SNOMEDCT/227408005, cocoa - http://purl.bioontology.org/ontology/SNOMEDCT/901000161107, prunes - http://purl.bioontology.org/ontology/SNOMEDCT/227462009, oat - http://purl.bioontology.org/ontology/SNOMEDCT/418504009, cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, strawberry - http://purl.bioontology.org/ontology/SNOMEDCT/102261002, ice cream - http://purl.bioontology.org/ontology/SNOMEDCT/227708009;http://purl.bioontology.org/ontology/SNOMEDCT/255621006.","assistant Absolutely, the entities are related accordingly: honey - http://purl.bioontology.org/ontology/SNOMEDCT/227598003, olives - http://purl.bioontology.org/ontology/SNOMEDCT/227436000, paprika - http://purl.bioontology.org/ontology/SNOMEDCT/227408005, cocoa - http://purl.bioontology.org/ontology/SNOMEDCT/901000161107, prunes - http://purl.bioontology.org/ontology/SNOMEDCT/227462009, oat - http://purl.bioontology.org/ontology/SNOMEDCT/418504009, cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, strawberry - http://purl.bioontology.org/ontology/SNOMEDCT/102261002;http://purl.bioontology.org/ontology/SNOMEDCT/227601008, ice cream - http://purl.bioontology.org/ontology/SNOMEDCT/227708009;http://purl.bioontology.org/ontology/SNOMEDCT/255621006.", , , ,0.923,0.923,0.923
0_0, , , ,honey,"http://purl.bioontology.org/ontology/SNOMEDCT/227598003
http://purl.bioontology.org/ontology/SNOMEDCT/51905005",http://purl.bioontology.org/ontology/SNOMEDCT/227598003, , , 
0_1, , , ,olives,http://purl.bioontology.org/ontology/SNOMEDCT/227436000,http://purl.bioontology.org/ontology/SNOMEDCT/227436000, , , 
0_2, , , ,paprika,http://purl.bioontology.org/ontology/SNOMEDCT/227408005,http://purl.bioontology.org/ontology/SNOMEDCT/227408005, , , 
0_3, , , ,cocoa,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107, , , 
0_4, , , ,prunes,http://purl.bioontology.org/ontology/SNOMEDCT/227462009,http://purl.bioontology.org/ontology/SNOMEDCT/227462009, , , 
0_5, , , ,oat,http://purl.bioontology.org/ontology/SNOMEDCT/418504009,http://purl.bioontology.org/ontology/SNOMEDCT/418504009, , , 
0_6, , , ,cream cheese,"http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006","http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006", , , 
0_7, , , ,strawberry,http://purl.bioontology.org/ontology/SNOMEDCT/102261002,"http://purl.bioontology.org/ontology/SNOMEDCT/102261002
http://purl.bioontology.org/ontology/SNOMEDCT/227601008", , , 
0_8, , , ,ice cream,"http://purl.bioontology.org/ontology/SNOMEDCT/227708009
http://purl.bioontology.org/ontology/SNOMEDCT/255621006","http://purl.bioontology.org/ontology/SNOMEDCT/227708009
http://purl.bioontology.org/ontology/SNOMEDCT/255621006", , , 
