instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.969,0.826,0.882
0,"Sure thing, the entities regarding food are detailed below:  shredded chicken, picante sauce, ground cumin, vegetable oil, corn tortilla, oil, tortillas, chicken mixture, tortilla, cheese, rolled tortillas","Indeed, the entities are connected appropriately:  chicken - http://purl.bioontology.org/ontology/SNOMEDCT/226955001, sauce - http://purl.bioontology.org/ontology/SNOMEDCT/227519005, vegetable oil - http://purl.bioontology.org/ontology/SNOMEDCT/412552006;http://purl.bioontology.org/ontology/SNOMEDCT/22836000, corn - http://purl.bioontology.org/ontology/SNOMEDCT/412357001;http://purl.bioontology.org/ontology/SNOMEDCT/226587006, tortilla - http://purl.bioontology.org/ontology/SNOMEDCT/226587006, cheese - http://purl.bioontology.org/ontology/SNOMEDCT/102264005.","Indeed, the entities are connected accordingly: chicken - http://purl.bioontology.org/ontology/SNOMEDCT/226955001, sauce - http://purl.bioontology.org/ontology/SNOMEDCT/227519005, cumin - http://purl.bioontology.org/ontology/SNOMEDCT/735219003, vegetable oil - http://purl.bioontology.org/ontology/SNOMEDCT/412552006;http://purl.bioontology.org/ontology/SNOMEDCT/22836000, corn - http://purl.bioontology.org/ontology/SNOMEDCT/412357001, cheese - http://purl.bioontology.org/ontology/SNOMEDCT/102264005.", , , ,0.750,0.750,0.750
0_0, , , ,chicken,http://purl.bioontology.org/ontology/SNOMEDCT/226955001,http://purl.bioontology.org/ontology/SNOMEDCT/226955001, , , 
0_1, , , ,sauce,http://purl.bioontology.org/ontology/SNOMEDCT/227519005,http://purl.bioontology.org/ontology/SNOMEDCT/227519005, , , 
0_2, , , ,vegetable oil,"http://purl.bioontology.org/ontology/SNOMEDCT/22836000
http://purl.bioontology.org/ontology/SNOMEDCT/412552006","http://purl.bioontology.org/ontology/SNOMEDCT/22836000
http://purl.bioontology.org/ontology/SNOMEDCT/412552006", , , 
0_3, , , ,corn,"http://purl.bioontology.org/ontology/SNOMEDCT/226587006
http://purl.bioontology.org/ontology/SNOMEDCT/412357001",http://purl.bioontology.org/ontology/SNOMEDCT/412357001, , , 
0_4, , , ,tortilla,http://purl.bioontology.org/ontology/SNOMEDCT/226587006,, , , 
0_5, , , ,cheese,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,http://purl.bioontology.org/ontology/SNOMEDCT/102264005, , , 
1,"Of course, the entities regarding food are delineated below:  cream cheese, meat slice, pickle piece, meat","Absolutely, the entities are bonded as:  cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, meat - http://purl.bioontology.org/ontology/SNOMEDCT/28647000, pickle - http://purl.bioontology.org/ontology/SNOMEDCT/227538001.","Definitely, the entities are linked as: cream cheese - http://purl.bioontology.org/ontology/SNOMEDCT/226849005;http://purl.bioontology.org/ontology/SNOMEDCT/255621006;http://purl.bioontology.org/ontology/SNOMEDCT/102264005, meat - http://purl.bioontology.org/ontology/SNOMEDCT/28647000.", , , ,0.800,0.800,0.800
1_0, , , ,cream cheese,"http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006","http://purl.bioontology.org/ontology/SNOMEDCT/102264005
http://purl.bioontology.org/ontology/SNOMEDCT/226849005
http://purl.bioontology.org/ontology/SNOMEDCT/255621006", , , 
1_1, , , ,meat,http://purl.bioontology.org/ontology/SNOMEDCT/28647000,http://purl.bioontology.org/ontology/SNOMEDCT/28647000, , , 
1_2, , , ,pickle,http://purl.bioontology.org/ontology/SNOMEDCT/227538001,, , , 
