instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.895,0.788,0.833
0,"Sure thing, the entities regarding food are detailed below:  water, sun-dried tomatoes, cream cheese, garlic, provolone cheese, pesto, garlic mixture, provolone, excess oil","Of course, the entities are connected as:  water -  AG.01.z [Water], sun-dried tomatoes -  AG.01.h.02.f [Fruits as vegetables], cream cheese -  AG.01.e [Dairy produce];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve], garlic -  AG.01.h.02.e [Onion/leek/garlic], provolone cheese -  AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], pesto -  AG.01 [Food], garlic mixture -  AG.01.af [Tea manufacture];AG.01.h.02.e [Onion/leek/garlic], provolone -  AG.01 [Food], excess oil -  AG.01.f [Fat/oil].","Indeed, the entities are connected in this manner: water - AG.01.z [Water], sun-dried tomatoes - AG.01.h.02.f [Fruits as vegetables], cream cheese - AG.01.e [Dairy produce];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve], garlic - AG.01.h.02.e [Onion/leek/garlic], provolone cheese - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], pesto - AG.01 [Food], cream cheese mixture - AG.01.e [Dairy produce];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve], sun-dried tomato - AG.01.h.02.f [Fruits as vegetables], cheese cloth - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], cheese - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], layered mixture - AG.01 [Food], oil - AG.01.f [Fat/oil], cheese cloth mixture - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], cheese cloth mixture - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve].", , , ,0.786,0.643,0.690
0_0, , , ,water,AG.01.z,AG.01.z, , , 
0_1, , , ,sun-dried tomatoes,AG.01.h.02.f,, , , 
0_2, , , ,cream cheese,"AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18","AG.01.e
AG.01.e.02
AG.01.n
AG.01.n.18", , , 
0_3, , , ,garlic,AG.01.h.02.e,AG.01.h.02.e, , , 
0_4, , , ,provolone cheese,"AG.01.e.02
AG.01.n.18","AG.01.e.02
AG.01.n.18", , , 
0_5, , , ,pesto,AG.01,AG.01, , , 
0_6, , , ,garlic mixture,"AG.01.af
AG.01.h.02.e",, , , 
0_7, , , ,provolone,AG.01,, , , 
0_8, , , ,excess oil,AG.01.f,, , , 
1,"Yes, the entities pertaining to food are detailed below:  garlic, salt, garbanzo beans, tahini, lemon juice, honey, water, beans, olive oil, pita breads, fresh rosemary, hummus","Certainly, the entities are correlated as:  garlic -  AG.01.h.02.e [Onion/leek/garlic], salt -  AG.01.l.01 [Salt];AG.01.w [Setting table], garbanzo beans -  AG.01.h.02.g [Pulse], tahini -  AG.01 [Food], lemon juice -  AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit];AG.01.l.02 [Sweetener (syrup/honey/chocolate)], honey -  AG.01.l.02 [Sweetener (syrup/honey/chocolate)], water -  AG.01.z [Water], beans -  AF.20.f [Pulses/plants producing pulses], olive oil -  AG.01.f [Fat/oil], pita breads -  AG.01.n.11 [Bread], fresh rosemary -  AG.01 [Food];AG.01.z [Water], hummus -  AG.01 [Food].","Of course, the entities are bonded correspondingly: garlic - AG.01.h.02.e [Onion/leek/garlic], salt - AG.01.l.01 [Salt];AG.01.w [Setting table], garbanzo beans - AG.01.h.02.g [Pulse], tahini - AG.01 [Food], lemon juice - AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit];AG.01.l.02 [Sweetener (syrup/honey/chocolate)], honey - AG.01.l.02 [Sweetener (syrup/honey/chocolate)], water - AG.01.z [Water], beans - AF.20.f [Pulses/plants producing pulses], olive oil - AG.01.f [Fat/oil], pita breads - AG.01.n.11 [Bread], rosemary - AF.28 [Fragrant plants/plants used in perfumery], hummus - AG.01 [Food].", , , ,1.000,0.875,0.921
1_0, , , ,garlic,AG.01.h.02.e,AG.01.h.02.e, , , 
1_1, , , ,salt,"AG.01.l.01
AG.01.w","AG.01.l.01
AG.01.w", , , 
1_2, , , ,garbanzo beans,AG.01.h.02.g,AG.01.h.02.g, , , 
1_3, , , ,tahini,AG.01,AG.01, , , 
1_4, , , ,lemon juice,"AG.01.ab
AG.01.h.01.a
AG.01.l.02","AG.01.ab
AG.01.h.01.a
AG.01.l.02", , , 
1_5, , , ,honey,AG.01.l.02,AG.01.l.02, , , 
1_6, , , ,water,AG.01.z,AG.01.z, , , 
1_7, , , ,beans,AF.20.f,AF.20.f, , , 
1_8, , , ,olive oil,AG.01.f,AG.01.f, , , 
1_9, , , ,pita breads,AG.01.n.11,AG.01.n.11, , , 
1_10, , , ,fresh rosemary,"AG.01
AG.01.z",, , , 
1_11, , , ,hummus,AG.01,AG.01, , , 
