instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.928,0.746,0.811
0,"Sure thing, the entities linked to food are outlined below:  egg whites, vanilla extract, almonds, brown sugar, white sugar, cinnamon, salt, almond mixture, coating","Certainly, the entities are associated appropriately:  vanilla - http://purl.obolibrary.org/obo/FOODON_03316764;http://purl.obolibrary.org/obo/FOODON_03411355;http://purl.obolibrary.org/obo/NCBITaxon_51238;http://purl.obolibrary.org/obo/FOODON_00002328, brown sugar - http://purl.obolibrary.org/obo/FOODON_03420156;http://purl.obolibrary.org/obo/PATO_0000952;http://purl.obolibrary.org/obo/FOODON_03420108, white sugar - http://purl.obolibrary.org/obo/FOODON_03420157;http://purl.obolibrary.org/obo/CHEBI_17992;http://purl.obolibrary.org/obo/HANCESTRO_0005;http://purl.obolibrary.org/obo/PATO_0000323;http://purl.obolibrary.org/obo/FOODON_03420108, cinnamon - http://purl.obolibrary.org/obo/NCBITaxon_128608;http://purl.obolibrary.org/obo/FOODON_03301175, salt - http://purl.obolibrary.org/obo/CHEBI_24866;http://purl.obolibrary.org/obo/CHEBI_26710, almond - http://purl.obolibrary.org/obo/NCBITaxon_3755;http://purl.obolibrary.org/obo/FOODON_00003523;http://purl.obolibrary.org/obo/FOODON_03301355;http://purl.obolibrary.org/obo/CHEBI_60004;http://purl.obolibrary.org/obo/NCIT_C45305.","Of course, the entities are bonded in this fashion: vanilla - http://purl.obolibrary.org/obo/FOODON_03316764;http://purl.obolibrary.org/obo/FOODON_03411355;http://purl.obolibrary.org/obo/NCBITaxon_51238;http://purl.obolibrary.org/obo/FOODON_00002328, brown sugar - http://purl.obolibrary.org/obo/FOODON_03420156;http://purl.obolibrary.org/obo/PATO_0000952;http://purl.obolibrary.org/obo/FOODON_03420108, white sugar - http://purl.obolibrary.org/obo/FOODON_03420157;http://purl.obolibrary.org/obo/CHEBI_17992;http://purl.obolibrary.org/obo/HANCESTRO_0005;http://purl.obolibrary.org/obo/PATO_0000323;http://purl.obolibrary.org/obo/FOODON_03420108, cinnamon - http://purl.obolibrary.org/obo/NCBITaxon_128608;http://purl.obolibrary.org/obo/FOODON_03301175, salt - http://purl.obolibrary.org/obo/CHEBI_24866;http://purl.obolibrary.org/obo/CHEBI_26710, almond - http://purl.obolibrary.org/obo/NCBITaxon_3755;http://purl.obolibrary.org/obo/FOODON_00003523;http://purl.obolibrary.org/obo/FOODON_03301355;http://purl.obolibrary.org/obo/NCIT_C80248;http://purl.obolibrary.org/obo/FOODON_03316468;http://purl.obolibrary.org/obo/ONS_0000085.", , , ,0.905,0.905,0.905
0_0, , , ,vanilla,"http://purl.obolibrary.org/obo/FOODON_00002328
http://purl.obolibrary.org/obo/FOODON_03316764
http://purl.obolibrary.org/obo/FOODON_03411355
http://purl.obolibrary.org/obo/NCBITaxon_51238","http://purl.obolibrary.org/obo/FOODON_00002328
http://purl.obolibrary.org/obo/FOODON_03316764
http://purl.obolibrary.org/obo/FOODON_03411355
http://purl.obolibrary.org/obo/NCBITaxon_51238", , , 
0_1, , , ,brown sugar,"http://purl.obolibrary.org/obo/FOODON_03420108
http://purl.obolibrary.org/obo/FOODON_03420156
http://purl.obolibrary.org/obo/PATO_0000952","http://purl.obolibrary.org/obo/FOODON_03420108
http://purl.obolibrary.org/obo/FOODON_03420156
http://purl.obolibrary.org/obo/PATO_0000952", , , 
0_2, , , ,white sugar,"http://purl.obolibrary.org/obo/CHEBI_17992
http://purl.obolibrary.org/obo/FOODON_03420108
http://purl.obolibrary.org/obo/FOODON_03420157
http://purl.obolibrary.org/obo/HANCESTRO_0005
http://purl.obolibrary.org/obo/PATO_0000323","http://purl.obolibrary.org/obo/CHEBI_17992
http://purl.obolibrary.org/obo/FOODON_03420108
http://purl.obolibrary.org/obo/FOODON_03420157
http://purl.obolibrary.org/obo/HANCESTRO_0005
http://purl.obolibrary.org/obo/PATO_0000323", , , 
0_3, , , ,cinnamon,"http://purl.obolibrary.org/obo/FOODON_03301175
http://purl.obolibrary.org/obo/NCBITaxon_128608","http://purl.obolibrary.org/obo/FOODON_03301175
http://purl.obolibrary.org/obo/NCBITaxon_128608", , , 
0_4, , , ,salt,"http://purl.obolibrary.org/obo/CHEBI_24866
http://purl.obolibrary.org/obo/CHEBI_26710","http://purl.obolibrary.org/obo/CHEBI_24866
http://purl.obolibrary.org/obo/CHEBI_26710", , , 
0_5, , , ,almond,"http://purl.obolibrary.org/obo/CHEBI_60004
http://purl.obolibrary.org/obo/FOODON_00003523
http://purl.obolibrary.org/obo/FOODON_03301355
http://purl.obolibrary.org/obo/NCBITaxon_3755
http://purl.obolibrary.org/obo/NCIT_C45305","http://purl.obolibrary.org/obo/FOODON_00003523
http://purl.obolibrary.org/obo/FOODON_03301355
http://purl.obolibrary.org/obo/FOODON_03316468
http://purl.obolibrary.org/obo/NCBITaxon_3755
http://purl.obolibrary.org/obo/NCIT_C80248
http://purl.obolibrary.org/obo/ONS_0000085", , , 
1,"Absolutely, the entities that pertain to food are:  chicken, cabbage, carrots, green onions, green beans, green bell pepper, zucchini, eggs, flour, chicken stock, soy sauce, batter, chicken mixture, vegetable oil, sesame oil","Certainly, the entities are associated appropriately:  chicken - http://purl.obolibrary.org/obo/NCBITaxon_9031;http://purl.obolibrary.org/obo/FOODON_03411457, cabbage - http://purl.obolibrary.org/obo/FOODON_03301326;http://purl.obolibrary.org/obo/FOODON_00003406;http://purl.obolibrary.org/obo/NCBITaxon_3716, carrots - http://purl.obolibrary.org/obo/NCBITaxon_4039, green - http://purl.obolibrary.org/obo/PATO_0000320, green bell pepper - http://purl.obolibrary.org/obo/FOODON_03306726;http://purl.obolibrary.org/obo/PATO_0000320;http://purl.obolibrary.org/obo/FOODON_00003520;http://purl.obolibrary.org/obo/FOODON_03309928;http://purl.obolibrary.org/obo/FOODON_00003013;http://purl.obolibrary.org/obo/FOODON_00001649, zucchini - http://purl.obolibrary.org/obo/FOODON_03310943, flour - http://purl.obolibrary.org/obo/FOODON_03301116, soy sauce - http://purl.obolibrary.org/obo/FOODON_03301115;http://purl.obolibrary.org/obo/FOODON_03311146, batter - http://purl.obolibrary.org/obo/FOODON_03301304, vegetable oil - http://purl.obolibrary.org/obo/FOODON_03305263;http://purl.obolibrary.org/obo/FOODON_00003816;http://purl.obolibrary.org/obo/FOODON_03310387, sesame oil - http://purl.obolibrary.org/obo/FOODON_03304152;http://purl.obolibrary.org/obo/FOODON_03310306;http://purl.obolibrary.org/obo/FOODON_03310387.","Of course, the entities are bonded accordingly: chicken - http://purl.obolibrary.org/obo/NCBITaxon_9031;http://purl.obolibrary.org/obo/FOODON_03411457, cabbage - http://purl.obolibrary.org/obo/FOODON_03301326;http://purl.obolibrary.org/obo/FOODON_00003406;http://purl.obolibrary.org/obo/NCBITaxon_3716, carrots - http://purl.obolibrary.org/obo/NCBITaxon_4039, green - http://purl.obolibrary.org/obo/PATO_0000320, pepper - http://purl.obolibrary.org/obo/FOODON_00003520;http://purl.obolibrary.org/obo/FOODON_03309928;http://purl.obolibrary.org/obo/FOODON_00003013;http://purl.obolibrary.org/obo/FOODON_00001649, zucchini - http://purl.obolibrary.org/obo/FOODON_03310943, flour - http://purl.obolibrary.org/obo/FOODON_03301116, chicken stock - http://purl.obolibrary.org/obo/FOODON_03303004;http://purl.obolibrary.org/obo/NCBITaxon_9031;http://purl.obolibrary.org/obo/FOODON_03411457, soy sauce - http://purl.obolibrary.org/obo/FOODON_03301115;http://purl.obolibrary.org/obo/FOODON_03311146, vegetable oil - http://purl.obolibrary.org/obo/FOODON_03305263;http://purl.obolibrary.org/obo/FOODON_00003816;http://purl.obolibrary.org/obo/FOODON_03310387.", , , ,0.667,0.583,0.611
1_0, , , ,chicken,"http://purl.obolibrary.org/obo/FOODON_03411457
http://purl.obolibrary.org/obo/NCBITaxon_9031","http://purl.obolibrary.org/obo/FOODON_03411457
http://purl.obolibrary.org/obo/NCBITaxon_9031", , , 
