instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.927,0.759,0.824
0,"Certainly, the entities connected with food are outlined as follows:  cream cheese, beef, olives, onion, Worcestershire sauce, walnuts, cheese ball","Definitely, the entities are linked suitably:  cream cheese - http://purl.obolibrary.org/obo/FOODON_03301889;http://purl.obolibrary.org/obo/FOODON_00001013, onion - http://purl.obolibrary.org/obo/FOODON_03301704;http://purl.obolibrary.org/obo/NCBITaxon_4679, worcestershire sauce - http://purl.obolibrary.org/obo/FOODON_03305003;http://purl.obolibrary.org/obo/FOODON_03311146, walnuts - http://purl.obolibrary.org/obo/NCBITaxon_16718, cheese - http://purl.obolibrary.org/obo/FOODON_00001013.","Absolutely, the entities are related in this fashion: cream cheese - http://purl.obolibrary.org/obo/FOODON_03301889;http://purl.obolibrary.org/obo/FOODON_00001013, beef - http://purl.obolibrary.org/obo/FOODON_03309462, onion - http://purl.obolibrary.org/obo/FOODON_03301704;http://purl.obolibrary.org/obo/NCBITaxon_4679, worcestershire sauce - http://purl.obolibrary.org/obo/FOODON_03305003;http://purl.obolibrary.org/obo/FOODON_03311146, cheese - http://purl.obolibrary.org/obo/FOODON_00001013, walnuts - http://purl.obolibrary.org/obo/NCBITaxon_16718.", , , ,1.000,1.000,1.000
0_0, , , ,cream cheese,"http://purl.obolibrary.org/obo/FOODON_00001013
http://purl.obolibrary.org/obo/FOODON_03301889","http://purl.obolibrary.org/obo/FOODON_00001013
http://purl.obolibrary.org/obo/FOODON_03301889", , , 
0_1, , , ,onion,"http://purl.obolibrary.org/obo/FOODON_03301704
http://purl.obolibrary.org/obo/NCBITaxon_4679","http://purl.obolibrary.org/obo/FOODON_03301704
http://purl.obolibrary.org/obo/NCBITaxon_4679", , , 
0_2, , , ,worcestershire sauce,"http://purl.obolibrary.org/obo/FOODON_03305003
http://purl.obolibrary.org/obo/FOODON_03311146","http://purl.obolibrary.org/obo/FOODON_03305003
http://purl.obolibrary.org/obo/FOODON_03311146", , , 
0_3, , , ,walnuts,http://purl.obolibrary.org/obo/NCBITaxon_16718,http://purl.obolibrary.org/obo/NCBITaxon_16718, , , 
0_4, , , ,cheese,http://purl.obolibrary.org/obo/FOODON_00001013,http://purl.obolibrary.org/obo/FOODON_00001013, , , 
1,"Indeed, the entities concerning food are detailed below:  ranch dressing mix, garlic powder, dill, vegetable oil, crackers","Certainly, the entities are associated in this fashion:  dressing - http://purl.obolibrary.org/obo/FOODON_03315498, garlic powder - http://purl.obolibrary.org/obo/FOODON_03301844;http://purl.obolibrary.org/obo/FOODON_03305208;http://purl.obolibrary.org/obo/FOODON_00003582;http://purl.obolibrary.org/obo/NCBITaxon_4682;http://purl.obolibrary.org/obo/FOODON_00002976, dill - http://purl.obolibrary.org/obo/FOODON_00001811;http://purl.obolibrary.org/obo/NCBITaxon_40922, vegetable oil - http://purl.obolibrary.org/obo/FOODON_03305263;http://purl.obolibrary.org/obo/FOODON_00003816;http://purl.obolibrary.org/obo/FOODON_03310387.","Certainly, the entities are associated in the following way: ranch dressing - http://purl.obolibrary.org/obo/FOODON_03303510;http://purl.obolibrary.org/obo/FOODON_00001276, garlic powder - http://purl.obolibrary.org/obo/FOODON_03301844;http://purl.obolibrary.org/obo/FOODON_03305208;http://purl.obolibrary.org/obo/FOODON_00003582;http://purl.obolibrary.org/obo/NCBITaxon_4682;http://purl.obolibrary.org/obo/FOODON_00002976, dill - http://purl.obolibrary.org/obo/FOODON_00001811;http://purl.obolibrary.org/obo/NCBITaxon_40922, vegetable oil - http://purl.obolibrary.org/obo/FOODON_03305263;http://purl.obolibrary.org/obo/FOODON_00003816;http://purl.obolibrary.org/obo/FOODON_03310387.", , , ,0.909,0.909,0.909
1_0, , , ,dressing,http://purl.obolibrary.org/obo/FOODON_03315498,, , , 
1_1, , , ,garlic powder,"http://purl.obolibrary.org/obo/FOODON_00002976
http://purl.obolibrary.org/obo/FOODON_00003582
http://purl.obolibrary.org/obo/FOODON_03301844
http://purl.obolibrary.org/obo/FOODON_03305208
http://purl.obolibrary.org/obo/NCBITaxon_4682","http://purl.obolibrary.org/obo/FOODON_00002976
http://purl.obolibrary.org/obo/FOODON_00003582
http://purl.obolibrary.org/obo/FOODON_03301844
http://purl.obolibrary.org/obo/FOODON_03305208
http://purl.obolibrary.org/obo/NCBITaxon_4682", , , 
