instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.950,0.782,0.847
0,"Sure thing, the entities linked to food are outlined below:  egg whites, vanilla extract, almonds, brown sugar, white sugar, cinnamon, salt, almond mixture, coating","Absolutely, the entities are related as such:  vanilla - http://purl.bioontology.org/ontology/SNOMEDCT/412070003, almonds - http://purl.bioontology.org/ontology/SNOMEDCT/256350002, brown sugar - http://purl.bioontology.org/ontology/SNOMEDCT/230055000, white sugar - http://purl.bioontology.org/ontology/SNOMEDCT/230053007, cinnamon - http://purl.bioontology.org/ontology/SNOMEDCT/227388008, almond - http://purl.bioontology.org/ontology/SNOMEDCT/256350002.","Indeed, the entities are connected correspondingly: vanilla - http://purl.bioontology.org/ontology/SNOMEDCT/412070003, brown sugar - http://purl.bioontology.org/ontology/SNOMEDCT/230055000, white sugar - http://purl.bioontology.org/ontology/SNOMEDCT/230053007, cinnamon - http://purl.bioontology.org/ontology/SNOMEDCT/227388008.", , , ,0.667,0.667,0.667
0_0, , , ,vanilla,http://purl.bioontology.org/ontology/SNOMEDCT/412070003,http://purl.bioontology.org/ontology/SNOMEDCT/412070003, , , 
0_1, , , ,almonds,http://purl.bioontology.org/ontology/SNOMEDCT/256350002,, , , 
0_2, , , ,brown sugar,http://purl.bioontology.org/ontology/SNOMEDCT/230055000,http://purl.bioontology.org/ontology/SNOMEDCT/230055000, , , 
0_3, , , ,white sugar,http://purl.bioontology.org/ontology/SNOMEDCT/230053007,http://purl.bioontology.org/ontology/SNOMEDCT/230053007, , , 
0_4, , , ,cinnamon,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,http://purl.bioontology.org/ontology/SNOMEDCT/227388008, , , 
0_5, , , ,almond,http://purl.bioontology.org/ontology/SNOMEDCT/256350002,, , , 
1,"Absolutely, the entities that pertain to food are:  chicken, cabbage, carrots, green onions, green beans, green bell pepper, zucchini, eggs, flour, chicken stock, soy sauce, batter, chicken mixture, vegetable oil, sesame oil","Absolutely, the entities are related accordingly:  chicken - http://purl.bioontology.org/ontology/SNOMEDCT/226955001, cabbage - http://purl.bioontology.org/ontology/SNOMEDCT/735108004, bell pepper - http://purl.bioontology.org/ontology/SNOMEDCT/1137359008;http://purl.bioontology.org/ontology/SNOMEDCT/227563001, zucchini - http://purl.bioontology.org/ontology/SNOMEDCT/227239005, flour - http://purl.bioontology.org/ontology/SNOMEDCT/63766005, soy sauce - http://purl.bioontology.org/ontology/SNOMEDCT/227537006;http://purl.bioontology.org/ontology/SNOMEDCT/227519005, vegetable oil - http://purl.bioontology.org/ontology/SNOMEDCT/412552006;http://purl.bioontology.org/ontology/SNOMEDCT/22836000, sesame oil - http://purl.bioontology.org/ontology/SNOMEDCT/89707004.","Definitely, the entities are linked accordingly: chicken - http://purl.bioontology.org/ontology/SNOMEDCT/226955001, cabbage - http://purl.bioontology.org/ontology/SNOMEDCT/735108004, carrots - http://purl.bioontology.org/ontology/SNOMEDCT/256319004, green onions - http://purl.bioontology.org/ontology/SNOMEDCT/227536009;http://purl.bioontology.org/ontology/SNOMEDCT/735047000, pepper - http://purl.bioontology.org/ontology/SNOMEDCT/227563001, zucchini - http://purl.bioontology.org/ontology/SNOMEDCT/227239005, flour - http://purl.bioontology.org/ontology/SNOMEDCT/63766005, chicken stock - http://purl.bioontology.org/ontology/SNOMEDCT/227282006, soy sauce - http://purl.bioontology.org/ontology/SNOMEDCT/227537006;http://purl.bioontology.org/ontology/SNOMEDCT/227519005, vegetable oil - http://purl.bioontology.org/ontology/SNOMEDCT/412552006;http://purl.bioontology.org/ontology/SNOMEDCT/22836000, sesame oil - http://purl.bioontology.org/ontology/SNOMEDCT/89707004.", , , ,0.818,0.818,0.818
1_0, , , ,chicken,http://purl.bioontology.org/ontology/SNOMEDCT/226955001,http://purl.bioontology.org/ontology/SNOMEDCT/226955001, , , 
