instance_id,original_prompt,true_answer,actual_predicted_answer,concept,true_entities,predicted_entities,macro_weighted_precision,macro_weighted_recall,macro_weighted_f1
 , , , , , , ,0.922,0.802,0.854
0,"Sure thing, the entities regarding food are detailed below:  shredded chicken, picante sauce, ground cumin, vegetable oil, corn tortilla, oil, tortillas, chicken mixture, tortilla, cheese, rolled tortillas","Absolutely, the entities are related in this way:  shredded chicken -  AG.01.d.06 [Fowls], picante sauce -  AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables], ground cumin -  AG.01 [Food], vegetable oil -  AG.01.f [Fat/oil], corn tortilla -  AG.01.i [Corn/cereals/grain];AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake], oil -  AG.01.f [Fat/oil], tortillas -  AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake], chicken mixture -  AG.01.af [Tea manufacture];AG.01.d.06 [Fowls], tortilla -  AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake], cheese -  AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], rolled tortillas -  AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake].","Of course, the entities are bonded accordingly: chicken - AG.01.d.06 [Fowls], picante sauce - AG.01.h [Fruit and vegetables];AG.01.n.09 [Prepared vegetables and dishes], ground cumin - AG.01 [Food], vegetable oil - AG.01.f [Fat/oil], corn tortilla - AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake], oil - AG.01.f [Fat/oil], tortillas - AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake], chicken mixture - AG.01.d.06 [Fowls], cheese - AG.01.e.02 [Cheese];AG.01.n.18 [Preserve], tortilla - AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake], rolled tortillas - AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake].", , , ,0.842,0.789,0.807
0_0, , , ,shredded chicken,AG.01.d.06,, , , 
0_1, , , ,picante sauce,"AG.01.h
AG.01.l.04","AG.01.h
AG.01.n.09", , , 
0_2, , , ,ground cumin,AG.01,AG.01, , , 
0_3, , , ,vegetable oil,AG.01.f,AG.01.f, , , 
0_4, , , ,corn tortilla,"AG.01.i
AG.01.n.11
AG.01.n.12","AG.01.n.11
AG.01.n.12", , , 
0_5, , , ,oil,AG.01.f,AG.01.f, , , 
0_6, , , ,tortillas,"AG.01.n.11
AG.01.n.12","AG.01.n.11
AG.01.n.12", , , 
0_7, , , ,chicken mixture,"AG.01.af
AG.01.d.06",AG.01.d.06, , , 
